timestamp,frame,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral,Contempt,Anxiety,Calm,Confusion,Desire,Empathy,Excitement,Interest,Pride,Relief,Shame,Satisfaction,Boredom,Amusement,Awe
0.19940495491027832,1,0.016905127,0.074112415,0.07823612,0.04395712,0.027734648,0.13270186,0.039229814,0.027531328,0.026746878,0.07858038,0.060331807,0.051964145,0.040588204,0.021539345,0.028973605,0.04097845,0.03710083,0.05421628,0.017375864,0.05073465,0.0186273,0.031833913
